# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 11 09:24:27 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%K2%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-117 c,K2-117,TIC 458686847,Gaia DR2 597829077890316928,1,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5.44401700,0.00046200,-0.00045500,0,0.049200,0.000300,-0.000300,0,2.060,0.120,-0.120,0,0.184,0.011,-0.011,0,,,,,,,,,,,,,,,,,,537,9,-9,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,3778.00,53.00,-53.00,0,0.51,0.01,-0.01,0,0.54,0.01,-0.01,0,-0.050,0.130,-0.130,0,[Fe/H],4.75,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m25.38s,133.8557342,+10d28m09.18s,10.4692176,101.6320000,0.3740000,-0.3720000,14.6390000,0.1490000,-0.1490000,10.5890000,0.0250000,-0.0250000,13.8012000,0.0002430,-0.0002430,2018-10-24,2018-12,2018-10-26
K2-118 b,K2-118,TIC 293496724,Gaia DR2 609814922864694400,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,50.92092000,0.00558400,-0.00524900,0,0.245000,0.008000,-0.008000,0,2.540,0.230,-0.200,0,0.227,0.021,-0.018,0,,,,,,,,,,0.200000,0.183774,-0.159064,0,4.30,0.60,-0.60,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4726.29,142.64,-127.34,0,0.73,0.05,-0.04,0,0.76,0.08,-0.08,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h48m30.45s,132.1268608,+15d39m21.23s,15.6558964,321.7220000,3.7605000,-3.7605000,14.0000000,0.0800000,-0.0800000,11.6540000,0.0190000,-0.0190000,13.7484000,0.0002080,-0.0002080,2017-10-03,2017-11,2017-10-05
K2-119 b,K2-119,TIC 293460551,Gaia DR2 658274970145911424,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.72728300,0.00126800,-0.00114900,0,0.069800,0.000600,-0.000600,0,2.530,0.200,-0.200,0,0.226,0.018,-0.018,0,,,,,,,,,,,,,,,,,,666,15,-15,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4740.00,100.00,-100.00,0,0.71,0.01,-0.01,0,0.76,0.02,-0.02,0,-0.050,0.120,-0.120,0,[Fe/H],4.62,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h48m02.37s,132.0098683,+16d54m06.36s,16.9017663,365.5810000,4.3700000,-4.2700000,14.8180000,0.1720000,-0.1720000,12.1740000,0.0200000,-0.0200000,14.5103000,0.0002850,-0.0002850,2018-10-24,2018-12,2018-10-26
K2-12 b,K2-12,TIC 396972464,Gaia DR2 3800129201701685504,1,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,8.28246000,0.00052000,-0.00052000,0,0.079200,0.001600,-0.001300,0,2.440,0.300,-0.140,0,0.218,0.027,-0.012,0,5.20000,,,1,0.01636,,,1,Mass,0.500000,,,1,185.00,12.00,-12.00,0,1026,15,-15,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5672.00,63.00,-63.00,0,1.12,0.01,-0.01,0,0.96,0.06,-0.05,0,0.000,0.070,-0.070,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m46.06s,173.1919022,+02d14m40.85s,2.2446794,326.3810000,6.2820000,-6.0530000,12.3800000,0.1030000,-0.1030000,10.6050000,0.0240000,-0.0240000,12.0884000,0.0003310,-0.0003310,2023-04-17,2023-04,2023-04-17
K2-121 b,K2-121,TIC 7059054,Gaia DR2 662078902422542336,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,5.18575390,0.00000060,-0.00000050,0,0.062900,0.003300,-0.004300,0,7.520,0.220,-0.180,0,0.671,0.020,-0.016,0,,,,,,,,,,,,,,,,,,738,7,-19,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,4690.00,43.00,-41.00,0,0.67,0.01,-0.01,0,0.69,0.03,-0.03,0,-0.160,0.050,-0.060,0,[Fe/H],4.63,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m44.80s,126.9366624,+17d34m45.58s,17.5793267,169.3980000,1.0610000,-1.0480000,13.2290000,0.0800000,-0.0800000,10.6160000,0.0180000,-0.0180000,12.9247000,0.0005570,-0.0005570,2021-09-20,2022-01,2021-09-20
K2-122 b,K2-122,TIC 14635562,Gaia DR2 663843343706623232,1,2,1,Transit,2017,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,2.21930230,0.00000200,-0.00000200,0,0.037300,0.003800,-0.009500,0,1.160,0.100,-0.050,0,0.103,0.009,-0.004,0,,,,,,,,,,,,,,,,,,769,20,-37,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,4009.00,47.00,-44.00,0,0.59,0.01,-0.01,0,0.63,0.02,-0.02,0,0.320,0.060,-0.070,0,[Fe/H],4.69,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m54.29s,126.4762179,+20d21m33.62s,20.3593384,72.0444000,0.2532000,-0.2532000,13.1050000,0.0630000,-0.0630000,9.2750000,0.0180000,-0.0180000,12.3708000,0.0002520,-0.0002520,2021-09-20,2022-01,2021-09-20
K2-123 b,K2-123,TIC 197249801,Gaia DR2 685065155072248192,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,30.95152400,0.00362500,-0.00332000,0,0.164900,0.000800,-0.000800,0,2.760,0.160,-0.160,0,0.246,0.014,-0.014,0,,,,,,,,,,,,,,,,,,338,5,-5,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4035.00,52.00,-52.00,0,0.59,0.01,-0.01,0,0.62,0.01,-0.01,0,0.030,0.110,-0.110,0,[Fe/H],4.69,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h57m46.59s,134.4441404,+21d27m11.79s,21.4532748,161.5550000,0.6520000,-0.6520000,14.7810000,0.0340000,-0.0340000,11.0550000,0.0220000,-0.0220000,14.0916000,0.0003060,-0.0003060,2018-10-24,2018-12,2018-10-26
K2-124 b,K2-124,TIC 197221381,Gaia DR2 686230534318440960,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,6.41365100,0.00003600,-0.00003100,0,0.049000,0.002000,-0.002000,0,2.900,0.100,-0.100,0,0.259,0.009,-0.009,0,,,,,,,,,,,,,,,,,,442,17,-17,0,0,<a refstr=LIVINGSTON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..102L/abstract target=ref>Livingston et al. 2019</a>,,3570.00,63.00,-70.00,0,0.39,0.02,-0.01,0,0.39,0.01,-0.04,0,0.023,0.061,-0.106,0,[Fe/H],4.86,0.01,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m33.85s,133.6410515,+23d07m58.62s,23.1329509,140.3850000,1.3200000,-1.2960000,16.6920000,0.1830000,-0.1830000,11.9750000,0.0180000,-0.0180000,15.4618000,0.0005300,-0.0005300,2019-01-28,2019-03,2019-01-31
K2-125 b,K2-125,TIC 405673618,Gaia DR2 3606324613561098368,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,21.75026400,0.00199000,-0.00195700,0,0.121000,0.004000,-0.005000,0,2.180,0.190,-0.180,0,0.194,0.017,-0.016,0,,,,,,,,,,0.080000,0.161049,-0.066906,0,2.00,0.30,-0.30,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3654.47,99.56,-92.33,0,0.40,0.03,-0.03,0,0.49,0.05,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m34.05s,204.1418754,-14d56m52.15s,-14.9478195,124.1560000,0.8300000,-0.8300000,16.4000000,0.2000000,-0.2000000,11.8020000,0.0230000,-0.0230000,15.1508000,0.0006330,-0.0006330,2017-10-03,2017-11,2017-10-05
K2-126 b,K2-126,TIC 422349422,Gaia DR2 3606785098479012864,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,7.38565500,0.00050100,-0.00050900,0,0.065600,0.000400,-0.000400,0,1.970,0.120,-0.120,0,0.176,0.011,-0.011,0,,,,,,,,,,,,,,,,,,601,13,-13,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4339.00,92.00,-92.00,0,0.65,0.01,-0.01,0,0.69,0.01,-0.01,0,0.020,0.140,-0.140,0,[Fe/H],4.66,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m11.21s,203.5467021,-13d34m37.09s,-13.5769705,102.9530000,0.7770000,-0.7660000,12.7590000,0.0690000,-0.0690000,9.7120000,0.0210000,-0.0210000,12.4013000,0.0003970,-0.0003970,2018-10-24,2018-12,2018-10-26
K2-127 b,K2-127,TIC 187309502,Gaia DR2 3613472293839371136,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.58816300,0.00002800,-0.00002900,0,0.041100,0.000200,-0.000200,0,8.370,0.330,-0.330,0,0.747,0.029,-0.029,0,,,,,,,,,,,,,,,,,,809,15,-15,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4575.00,74.00,-74.00,0,0.66,0.01,-0.01,0,0.72,0.01,-0.01,0,-0.110,0.060,-0.060,0,[Fe/H],4.65,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m18.79s,207.0782895,-11d35m20.36s,-11.5889878,709.9990000,20.5260000,-19.4230000,15.0410000,0.0570000,-0.0570000,12.7930000,0.0330000,-0.0330000,14.7871000,0.0005340,-0.0005340,2018-10-24,2018-12,2018-10-26
K2-128 b,K2-128,TIC 677945,Gaia DR2 3618386664139093504,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,5.67581900,0.00041100,-0.00041400,0,0.056000,0.002000,-0.002000,0,1.420,0.160,-0.130,0,0.127,0.014,-0.012,0,,,,,,,,,,0.230000,0.220222,-0.193710,0,68.80,11.10,-9.70,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4469.51,171.97,-145.15,0,0.78,0.08,-0.06,0,0.71,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h37m45.04s,204.4376666,-08d35m49.51s,-8.5970858,114.6370000,0.9300000,-0.9150000,12.5800000,0.0800000,-0.0800000,9.8150000,0.0210000,-0.0210000,12.2204000,0.0006720,-0.0006720,2017-10-03,2017-11,2017-10-05
K2-129 b,K2-129,TIC 2468648,Gaia DR2 6769308026926349056,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,8.23949300,0.00029200,-0.00029100,0,0.057000,0.003000,-0.004000,0,1.040,0.100,-0.090,0,0.093,0.009,-0.008,0,,,,,,,,,,0.130000,0.210105,-0.109504,0,4.50,0.60,-0.50,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,3459.09,89.05,-83.62,0,0.36,0.03,-0.03,0,0.36,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m35.65s,289.1485491,-25d38m46.76s,-25.6463233,27.7957000,0.0746000,-0.0742000,13.6390000,0.0190000,-0.0190000,8.8520000,0.0210000,-0.0210000,12.4624000,0.0008620,-0.0008620,2017-10-03,2017-11,2017-10-05
K2-13 b,K2-13,TIC 363479723,Gaia DR2 3811032513054107648,1,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,39.91488000,0.32477000,-0.32477000,0,0.211400,0.006100,-0.006100,0,1.890,0.950,-0.950,0,0.169,0.085,-0.085,0,,,,,,,,,,,,,,,,,,511,126,-126,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5698.00,45.00,-82.00,0,0.78,0.09,-0.05,0,0.80,0.04,-0.04,0,-0.540,0.120,-0.140,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m37.31s,170.1554763,+02d30m09.91s,2.5027534,342.3940000,4.4360000,-4.3260000,12.8820000,0.0460000,-0.0460000,11.1690000,0.0260000,-0.0260000,12.7390000,0.0002940,-0.0002940,2015-07-13,2015-08,2015-07-16
K2-130 b,K2-130,TIC 12181371,Gaia DR2 4083382672829717504,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.49412000,0.00013200,-0.00012800,0,0.032000,0.001000,-0.001000,0,1.250,0.200,-0.140,0,0.112,0.018,-0.012,0,,,,,,,,,,0.170000,0.220344,-0.135968,0,136.40,45.80,-35.80,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4356.47,196.73,-172.40,0,0.74,0.11,-0.08,0,0.70,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m04.93s,290.2705419,-19d41m27.15s,-19.6908744,118.0110000,0.5190000,-0.5140000,12.6760000,0.0920000,-0.0920000,9.8580000,0.0230000,-0.0230000,12.3253000,0.0002030,-0.0002030,2017-10-03,2017-11,2017-10-05
K2-131 b,K2-131,TIC 176868951,Gaia DR2 3580920878437938688,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,0.36930380,0.00000910,-0.00000910,0,0.009360,0.000140,-0.000140,0,1.690,0.085,-0.058,0,0.151,0.008,-0.005,0,7.90000,1.30000,-1.30000,0,0.02486,0.00409,-0.00409,0,Mass,0.000000,,,0,4070.00,280.00,-280.00,0,2223,37,-37,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5120.00,71.00,-71.00,0,0.76,0.01,-0.01,0,0.80,0.03,-0.03,0,-0.040,0.070,-0.070,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h11m00.34s,182.7514040,-09d45m54.86s,-9.7652392,152.5090000,1.0790000,-1.0630000,12.1290000,0.0920000,-0.0920000,10.0510000,0.0260000,-0.0260000,11.8999000,0.0006020,-0.0006020,2023-04-17,2023-04,2023-04-17
